PLOT,RCP,LIFE_FORMfloating,LIFE_FORMsubmersed,POLLINATIONentomophily,POLLINATIONepihydrophily,POLLINATIONhypohydrophily,FUNCTIONAL_DIVERSITY,ALPHA_DIVERSITY
31008006,1,0.333333333,0.333333333,0.666666667,0,0.333333333,1.836265256,3
31008009,1,0.333333333,0.666666667,0.333333333,0.333333333,0,2.110824181,3
31008014,2,0.25,0.75,0.25,0.25,0.125,1.836026124,8
31008016,2,0.285714286,0.714285714,0.285714286,0.142857143,0.142857143,1.819421321,7
31008018,2,0.2,0.8,0,0.6,0.2,1.64688687,5
31008020,2,0.285714286,0.714285714,0.142857143,0.428571429,0.142857143,1.930208394,7
31008021,2,0.25,0.75,0.125,0.5,0,1.859464826,8
31008022,2,0.2,0.8,0.2,0.6,0.2,1.749556733,5
31008023,2,0.375,0.625,0.25,0.5,0.125,2.148190467,8
31008024,2,0.125,0.875,0.125,0.375,0.125,1.526214808,8
31008025,2,0,1,0,0.333333333,0.333333333,1.034388151,3
31008026,2,0.272727273,0.727272727,0.181818182,0.272727273,0.181818182,1.82875768,11
31008027,2,0.25,0.75,0.125,0.5,0.125,1.859464826,8
31008028,2,0.2,0.8,0.1,0.4,0.1,1.698387447,10
31008033,2,0.285714286,0.714285714,0.142857143,0.571428571,0.142857143,1.92673449,7
31008034,2,0,1,0,0.428571429,0.142857143,1.139937963,7
31008035,2,0.125,0.875,0,0.375,0.125,1.393165839,8
31008037,2,0.166666667,0.833333333,0.166666667,0.5,0.166666667,1.70025286,6
31008041,2,0,1,0,0.75,0.25,0.872765003,4
31008042,2,0.333333333,0.666666667,0.222222222,0.444444444,0.111111111,2.073910545,9
31008043,2,0.142857143,0.857142857,0,0.571428571,0.142857143,1.514930692,7
31008044,2,0.333333333,0.666666667,0.222222222,0.444444444,0.111111111,2.073910545,9
31008046,2,0.25,0.75,0,0.75,0,1.640182514,4
31008049,2,0.222222222,0.777777778,0.111111111,0.444444444,0.222222222,1.780550744,9
31008050,2,0.222222222,0.777777778,0.111111111,0.444444444,0.111111111,1.780550744,9
31008052,2,0.222222222,0.777777778,0.111111111,0.444444444,0.111111111,1.780550744,9
31008053,2,0.333333333,0.666666667,0.333333333,0.333333333,0.333333333,2.110824181,3
31008054,1,0.333333333,0.666666667,0.333333333,0,0.333333333,1.764914583,3
31008055,2,0,1,0,0.333333333,0.333333333,1.034388151,3
31008056,2,0,1,0,0.4,0.2,1.117139204,5
31008057,2,0.4,0.6,0.2,0.4,0.2,2.12773844,5
31008058,2,0.333333333,0.666666667,0.166666667,0.166666667,0.333333333,1.800381888,6
31008062,2,0.6,0.4,0.4,0.4,0.2,2.245359658,5
31008066,2,0.142857143,0.857142857,0,0.571428571,0.285714286,1.514930692,7
31008067,2,0.222222222,0.444444444,0.333333333,0.333333333,0.111111111,2.056068961,9
31008069,2,0.428571429,0.571428571,0.285714286,0.285714286,0.142857143,2.149485045,7
31008071,2,0.3,0.6,0.3,0.4,0.2,2.119022457,10
31008073,2,0.4,0.6,0.4,0.2,0.2,2.122638407,5
31008074,2,0.25,0.75,0.125,0.5,0.25,1.859464826,8
31008075,2,0.333333333,0.583333333,0.25,0.25,0.166666667,2.028284217,12
31008076,2,0.4,0.6,0.3,0.4,0.2,2.191865963,10
31008078,2,0.3,0.7,0.2,0.4,0.1,1.991503741,10
31008080,2,0.125,0.75,0.25,0.25,0.25,1.667691948,8
31008085,2,0.375,0.625,0.25,0.25,0.125,2.040941594,8
31008086,2,0.428571429,0.571428571,0.285714286,0.285714286,0.142857143,2.149485045,7
31008087,2,0.285714286,0.571428571,0.428571429,0.142857143,0.142857143,1.997093958,7
31008091,1,0.25,0,0.75,0,0,1.390874819,4
31008092,2,0.3,0.7,0.2,0.3,0.1,1.925921903,10
31008093,2,0.333333333,0.666666667,0.333333333,0.166666667,0.166666667,1.972909789,6
31008094,2,0.3,0.7,0.2,0.4,0.1,1.991503741,10
31008100,2,0.285714286,0.714285714,0.142857143,0.428571429,0.142857143,1.930208394,7
31008102,2,0,1,0,0.6,0.4,1.117139204,5
31008103,2,0.181818182,0.727272727,0.090909091,0.363636364,0.272727273,1.710818761,11
31008104,2,0,1,0,0.5,0.5,1.16368667,2
31008255,1,0,1,0,1,0,0,1
31008256,1,0,1,0,1,0,0,1
31008257,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31008258,1,0,1,0,1,0,2.24E-16,2
31008259,1,0,1,0,1,0,0,1
31008262,1,0,1,0,1,0,0,1
31008263,1,0,1,0,1,0,1.45E-15,2
31008270,1,0,1,0,1,0,1.19E-15,3
31008271,1,0,1,0,0.5,0.5,1.16368667,2
31008278,1,0,1,0,0,1,0,1
31008281,1,0,1,0,1,0,1.19E-15,3
31008282,1,0,1,0,1,0,2.24E-16,2
31008283,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31008445,1,0,1,0,0,0.5,9.10E-16,2
31008446,2,0.4,0.6,0.2,0.4,0.2,2.12773844,5
31008450,2,0,1,0,0.2,0.2,0.744759469,5
31008455,2,0.2,0.8,0.2,0.4,0.2,1.794158936,5
31008456,1,0,1,0,1,0,0,1
31008458,2,0,1,0,0.75,0.25,0.872765003,4
31008459,2,0,1,0,0.6,0.2,1.117139204,5
31008460,1,0,1,0,1,0,1.45E-15,2
31008464,2,0.2,0.7,0.2,0.3,0.2,1.805376442,10
31008466,2,0.222222222,0.666666667,0.222222222,0.222222222,0.111111111,1.793113622,9
31008468,2,0.125,0.875,0,0.5,0.125,1.477049535,8
31008469,2,0.285714286,0.571428571,0.285714286,0.285714286,0.142857143,2.039200224,7
31008470,2,0.333333333,0.5,0.5,0.166666667,0.166666667,2.090122531,6
31008472,2,0.142857143,0.857142857,0,0.428571429,0.142857143,1.488863899,7
31008475,1,0,1,0,0.5,0,1.16368667,2
31008476,1,0,1,0,1,0,1.31E-15,2
31008478,2,0,1,0,0.5,0.166666667,1.16368667,6
31008480,2,0,1,0,0.5,0.166666667,1.16368667,6
31008481,2,0.125,0.875,0,0.5,0.125,1.477049535,8
31008482,2,0,1,0,0.6,0.2,1.117139204,5
31008483,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31008484,2,0.3,0.7,0.3,0.2,0.1,1.927126907,10
31008485,2,0,1,0,0.6,0.2,1.117139204,5
31008486,2,0,1,0,0.5,0.166666667,1.16368667,6
31008487,2,0,1,0,0.5,0.25,1.16368667,4
31008495,2,0.285714286,0.714285714,0.142857143,0.285714286,0.142857143,1.82561029,7
31008497,2,0.428571429,0.571428571,0.428571429,0.285714286,0.142857143,2.215187378,7
31008498,2,0,1,0,0.5,0.25,1.16368667,4
31008500,2,0.166666667,0.833333333,0,0.5,0.166666667,1.580589032,6
31008502,2,0.166666667,0.833333333,0.166666667,0.166666667,0.333333333,1.408285669,6
31008504,2,0.25,0.75,0.125,0.25,0.125,1.685559769,8
31008506,2,0.2,0.8,0.2,0.2,0.2,1.599334428,5
31008507,2,0.5,0.5,0.333333333,0.333333333,0.166666667,2.233311517,6
31008508,2,0,1,0,0.333333333,0.333333333,1.034388151,3
31008510,1,0,1,0,0,1,0,1
31008511,2,0,1,0,0.5,0.5,1.16368667,4
31008512,1,0,1,0,1,0,0,1
31008513,2,0,1,0,0.5,0.25,1.16368667,4
31008514,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31008517,2,0.25,0.5,0.5,0.25,0.25,2.084434769,4
31008519,2,0,1,0,0.5,0.25,1.16368667,4
31008520,2,0.375,0.625,0.25,0.25,0.125,2.040941594,8
31008522,2,0.2,0.8,0.2,0.2,0.2,1.599334428,5
31008527,1,0,1,0,0,1,0,1
31008531,1,0.5,0.5,0.5,0,0,1.985528906,2
31008532,2,0.25,0.75,0.25,0.25,0.25,1.836026124,4
31008533,2,0,1,0,0.6,0.2,1.117139204,5
31008535,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31008536,1,0.25,0.25,0.75,0,0.25,1.605971707,4
31008538,2,0.2,0.8,0,0.4,0.2,1.603479624,5
31008539,2,0.125,0.75,0,0.25,0.25,1.366964901,8
31008540,2,0.3,0.5,0.4,0.3,0.1,2.140170442,10
31008541,2,0.222222222,0.777777778,0.111111111,0.333333333,0.111111111,1.704548019,9
31008544,2,0.285714286,0.428571429,0.571428571,0.142857143,0.142857143,2.011230618,7
31008546,2,0.4,0.6,0.4,0.2,0.2,2.122638407,5
31008547,2,0.333333333,0.333333333,0.5,0.166666667,0.166666667,2.054908712,6
31008548,2,0.333333333,0.5,0.5,0,0.333333333,1.911563672,6
31008550,1,0.25,0.25,0.75,0.25,0,1.852270868,4
31008552,2,0.2,0.8,0.2,0.4,0.2,1.794158936,5
31008553,2,0.166666667,0.75,0.166666667,0.25,0.25,1.640577687,12
31008705,2,0.2,0.8,0,0.8,0.2,1.430598117,5
31008706,2,0.25,0.75,0,0.75,0.25,1.640182514,4
31008716,2,0.25,0.75,0,0.5,0.25,1.768894015,4
31008717,1,0,1,0,0.75,0.25,0.872765003,4
31008719,2,0.2,0.8,0,0.8,0.2,1.430598117,5
31008720,1,0,1,0,1,0,0,1
31008721,1,0,1,0,0,1,0,1
31008724,2,0.166666667,0.833333333,0,0.666666667,0.166666667,1.511467596,6
31008730,1,0,1,0,1,0,1.19E-15,3
31008731,1,0,1,0,1,0,0,1
31008734,2,0,1,0,0.75,0.25,0.872765003,4
31008895,2,0,1,0,0.5,0.5,1.16368667,2
31008896,2,0.25,0.75,0.25,0.125,0.125,1.677881313,8
31008897,2,0.125,0.75,0.125,0.375,0.25,1.658594005,8
31008898,2,0.222222222,0.444444444,0.444444444,0.111111111,0.111111111,1.910128319,9
31008899,1,0,1,0,0,1,0,1
31008901,2,0.375,0.625,0.25,0.25,0.125,2.040941594,8
31008902,1,0,0,0.333333333,0.333333333,0,1.45697624,3
31008904,2,0.285714286,0.714285714,0.428571429,0,0.142857143,1.743979969,7
31008905,2,0.25,0.5,0.375,0.125,0.125,1.930665405,8
31008907,2,0,1,0,0.4,0.2,1.117139204,5
31008908,1,0,1,0,0,1,0,1
31008909,1,0,1,0,1,0,1.19E-15,3
31008911,2,0.25,0.666666667,0.333333333,0.166666667,0.166666667,1.881636046,12
31008912,2,0.25,0.625,0.375,0.25,0.125,2.017904555,8
31008913,2,0.166666667,0.833333333,0,0.333333333,0.166666667,1.445315114,6
31008914,2,0.25,0.75,0.125,0.375,0.125,1.81540852,8
31008915,2,0.375,0.625,0.25,0.375,0.125,2.125993949,8
31008916,2,0.444444444,0.444444444,0.444444444,0.222222222,0.111111111,2.181420667,9
31008917,2,0.166666667,0.666666667,0,0.5,0.166666667,1.719418109,6
31008918,2,0.2,0.8,0,0.6,0.2,1.64688687,5
31008919,2,0.333333333,0.666666667,0.25,0.333333333,0.166666667,2.049532923,12
31008920,2,0.142857143,0.857142857,0,0.571428571,0.142857143,1.514930692,7
31008921,2,0.285714286,0.714285714,0.142857143,0.571428571,0.142857143,1.92673449,7
31008922,2,0,1,0,0.5,0.166666667,1.16368667,6
31008923,2,0.285714286,0.714285714,0.142857143,0.571428571,0.142857143,1.92673449,7
31008924,2,0.285714286,0.714285714,0.142857143,0.571428571,0.142857143,1.92673449,7
31008925,2,0,1,0,0.5,0.166666667,1.16368667,6
31008926,2,0,1,0,0.4,0.2,1.117139204,5
31008927,2,0,1,0,0.75,0.25,0.872765003,4
31008928,2,0,1,0,0.6,0.2,1.117139204,5
31008929,2,0.166666667,0.833333333,0,0.666666667,0.166666667,1.511467596,6
31008930,2,0.181818182,0.818181818,0.090909091,0.363636364,0.181818182,1.617473412,11
31008931,2,0.285714286,0.714285714,0.142857143,0.428571429,0.142857143,1.930208394,7
31008932,2,0.333333333,0.666666667,0.222222222,0.444444444,0.111111111,2.073910545,9
31008933,2,0.222222222,0.666666667,0.333333333,0.111111111,0.222222222,1.776246215,9
31008934,2,0,1,0,0.333333333,0.333333333,1.034388151,3
31008935,2,0.3,0.7,0.2,0.3,0.1,1.925921903,10
31008936,2,0.125,0.875,0,0.375,0.25,1.393165839,8
31008937,2,0.142857143,0.857142857,0,0.571428571,0.142857143,1.514930692,7
31008938,2,0.25,0.75,0.166666667,0.25,0.25,1.737143864,12
31008939,2,0.25,0.75,0.125,0.5,0.125,1.859464826,8
31008940,2,0.1,0.8,0.1,0.4,0.3,1.570605018,10
31008941,2,0.5,0.5,0.25,0.5,0.25,2.229602048,4
31008942,2,0.333333333,0.666666667,0.222222222,0.333333333,0.111111111,2.026581194,9
31008943,2,0,1,0,0.5,0.25,1.16368667,4
31008944,2,0.2,0.8,0,0.6,0.2,1.64688687,5
31008945,2,0.2,0.8,0,0.6,0.2,1.64688687,5
31008946,2,0.428571429,0.571428571,0.285714286,0.428571429,0.142857143,2.213949478,7
31008947,2,0.333333333,0.444444444,0.444444444,0.333333333,0.111111111,2.196353318,9
31008948,2,0.363636364,0.636363636,0.272727273,0.181818182,0.272727273,1.977533839,11
31008950,2,0.2,0.8,0,0.6,0.2,1.64688687,5
31008951,2,0.25,0.75,0.125,0.5,0.125,1.859464826,8
31008952,2,0.125,0.875,0,0.375,0.125,1.393165839,8
31008953,2,0.285714286,0.714285714,0.142857143,0.428571429,0.142857143,1.930208394,7
31008954,2,0.25,0.75,0.125,0.5,0.125,1.859464826,8
31008955,2,0.3,0.7,0.2,0.4,0.1,1.991503741,10
31008956,2,0.375,0.625,0.25,0.25,0.125,2.040941594,8
31008957,2,0.285714286,0.714285714,0.142857143,0.428571429,0.142857143,1.930208394,7
31008958,2,0.333333333,0.666666667,0.222222222,0.333333333,0.111111111,2.026581194,9
31008960,2,0,1,0,0.5,0.25,1.16368667,4
31008961,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31008962,2,0,1,0,0.5,0.5,1.16368667,2
31008963,2,0,1,0,0.5,0.5,1.16368667,4
31008964,2,0,1,0,0.5,0.25,1.16368667,4
31008965,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31008966,2,0,1,0,0.5,0.5,1.16368667,2
31008967,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31008968,2,0.25,0.5,0.25,0.375,0.25,2.056159141,8
31008969,1,0.2,0,0.6,0,0,1.424724796,5
31008971,2,0.25,0.625,0.125,0.5,0.25,1.942222197,8
31008972,2,0.222222222,0.777777778,0.111111111,0.333333333,0.222222222,1.704548019,9
31008975,2,0.375,0.625,0.25,0.25,0.125,2.040941594,8
31008976,2,0.2,0.8,0,0.6,0.2,1.64688687,5
31008977,2,0.222222222,0.555555556,0.444444444,0.222222222,0.111111111,2.015786123,9
31008981,2,0.25,0.75,0.25,0.375,0.125,1.931991919,8
31008982,1,0,1,0,1,0,0,1
31008984,1,0.125,0.25,0.5,0.125,0.125,1.694392393,8
31008985,2,0.333333333,0.666666667,0.166666667,0.333333333,0.166666667,1.977559954,6
31008986,2,0.166666667,0.666666667,0.333333333,0.166666667,0.166666667,1.772975176,6
31008988,2,0.222222222,0.666666667,0.222222222,0.444444444,0.111111111,1.96484365,9
31008989,2,0.166666667,0.833333333,0.083333333,0.333333333,0.166666667,1.540067727,12
31008990,2,0.25,0.75,0.125,0.5,0.25,1.859464826,8
31008991,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31008992,2,0.428571429,0.571428571,0.428571429,0.142857143,0.142857143,2.100655608,7
31008994,2,0.2,0.8,0.1,0.3,0.2,1.601315117,10
31008995,1,0,0,0.333333333,0.333333333,0,1.45697624,3
31008996,2,0.142857143,0.571428571,0.428571429,0.142857143,0.142857143,1.821009538,7
31008997,2,0.25,0.75,0.25,0.166666667,0.25,1.735742583,12
31008998,2,0.3,0.7,0.3,0.3,0.1,2.014723392,10
31009001,2,0.166666667,0.833333333,0,0.666666667,0.166666667,1.511467596,6
31009002,2,0,1,0,0.5,0.25,1.16368667,4
31009003,2,0.181818182,0.727272727,0.090909091,0.272727273,0.181818182,1.614131778,11
31009004,2,0.3,0.7,0.2,0.4,0.1,1.991503741,10
31009155,1,0.142857143,0.857142857,0,0.571428571,0.428571429,1.514930692,7
31009156,2,0,1,0,0.6,0.2,1.117139204,5
31009162,1,0,1,0,0.6,0.2,1.117139204,5
31009164,1,0,1,0,1,0,0,1
31009168,1,0,1,0,0.5,0,1.16368667,2
31009169,2,0,1,0.125,0.375,0.25,1.267345043,8
31009173,1,0,1,0,0.666666667,0,1.034388151,3
31009174,2,0,1,0,0.6,0,1.117139204,5
31009175,1,0,1,0,0.333333333,0.666666667,1.034388151,3
31009180,1,0,1,0,1,0,0,1
31009181,1,0,1,0,0.25,0.5,0.872765003,4
31009182,2,0.125,0.875,0.125,0.375,0.125,1.526214808,8
31009183,2,0.142857143,0.857142857,0.142857143,0.428571429,0.142857143,1.618136226,7
31009184,1,0,1,0,0.5,0.5,1.16368667,2
31009354,2,0.222222222,0.777777778,0.222222222,0.222222222,0.222222222,1.706171577,9
31009355,2,0.25,0.75,0.375,0.125,0.125,1.803816958,8
31009356,2,0.25,0.75,0.375,0,0.25,1.630599959,8
31009357,2,0,1,0,0.2,0.2,0.744759469,5
31009359,2,0,1,0,0.428571429,0.142857143,1.139937963,7
31009361,2,0,1,0,0.6,0.2,1.117139204,5
31009366,2,0.5,0.333333333,0.5,0.333333333,0.166666667,2.230394466,6
31009370,2,0.222222222,0.777777778,0.111111111,0.444444444,0.222222222,1.780550744,9
31009371,2,0.3,0.7,0.2,0.3,0.2,1.925921903,10
31009372,2,0,1,0,0.571428571,0.142857143,1.139937963,7
31009373,2,0.166666667,0.833333333,0,0.5,0.166666667,1.580589032,6
31009374,2,0.142857143,0.857142857,0,0.428571429,0.142857143,1.488863899,7
31009375,2,0.125,0.875,0,0.5,0.125,1.477049535,8
31009376,2,0,1,0,0.333333333,0.333333333,1.034388151,3
31009377,2,0.2,0.8,0.1,0.4,0.2,1.698387447,10
31009378,2,0.3,0.7,0.2,0.4,0.1,1.991503741,10
31009379,2,0.125,0.875,0,0.5,0.125,1.477049535,8
31009380,2,0.142857143,0.857142857,0,0.428571429,0.142857143,1.488863899,7
31009381,2,0.222222222,0.777777778,0.111111111,0.444444444,0.222222222,1.780550744,9
31009382,2,0.166666667,0.833333333,0,0.5,0.166666667,1.580589032,6
31009384,2,0.25,0.75,0.166666667,0.333333333,0.166666667,1.824729303,12
31009385,1,0.166666667,0.333333333,0.5,0.166666667,0,1.860972511,6
31009387,1,0,1,0,0,1,0,1
31009388,2,0.125,0.875,0,0.5,0.25,1.477049535,8
31009390,2,0.111111111,0.888888889,0,0.333333333,0.222222222,1.30192317,9
31009393,2,0.142857143,0.857142857,0,0.571428571,0.142857143,1.514930692,7
31009395,2,0.4,0.6,0.3,0.2,0.1,2.061833567,10
31009396,2,0.3,0.5,0.5,0.1,0.1,1.994552848,10
31009398,2,0.222222222,0.777777778,0.222222222,0.333333333,0.111111111,1.833179675,9
31009400,2,0,1,0,0.6,0.2,1.117139204,5
31009401,2,0.25,0.75,0.125,0.5,0.125,1.859464826,8
31009402,2,0.285714286,0.714285714,0.142857143,0.428571429,0.142857143,1.930208394,7
31009403,2,0,1,0,0.75,0.25,0.872765003,4
31009404,2,0.125,0.875,0,0.5,0.125,1.477049535,8
31009405,2,0.166666667,0.833333333,0.166666667,0.333333333,0.166666667,1.638644961,6
31009406,2,0.166666667,0.833333333,0,0.333333333,0.166666667,1.445315114,6
31009407,2,0.166666667,0.833333333,0.166666667,0.166666667,0.166666667,1.408285669,6
31009408,2,0,1,0.166666667,0.166666667,0.166666667,0.980812734,6
31009409,1,0.4,0.6,0.6,0,0.2,1.932043397,5
31009410,2,0.222222222,0.777777778,0.111111111,0.444444444,0.111111111,1.780550744,9
31009411,2,0,1,0,0.4,0.2,1.117139204,5
31009412,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31009413,2,0.166666667,0.833333333,0,0.5,0.166666667,1.580589032,6
31009414,2,0.222222222,0.555555556,0.333333333,0.111111111,0.222222222,1.841044774,9
31009415,2,0.166666667,0.833333333,0.166666667,0.333333333,0.166666667,1.638644961,6
31009419,2,0.333333333,0.666666667,0.333333333,0.166666667,0.166666667,1.972909789,6
31009420,2,0.2,0.6,0.2,0.2,0.2,1.781589845,5
31009421,2,0.25,0.625,0.375,0.125,0.375,1.887072636,8
31009422,2,0,1,0,0.4,0.2,1.117139204,5
31009423,1,0.25,0,0.75,0,0,1.390874819,4
31009424,2,0,1,0,0.666666667,0.333333333,1.034388151,3
31009425,2,0.272727273,0.636363636,0.181818182,0.272727273,0.090909091,1.900068458,11
31009426,2,0.2,0.8,0.2,0.3,0.1,1.723007589,10
31009427,2,0.222222222,0.777777778,0.222222222,0.111111111,0.222222222,1.551704635,9
31009428,2,0.2,0.8,0.2,0.3,0.1,1.723007589,10
31009433,2,0.111111111,0.888888889,0,0.444444444,0.111111111,1.420539431,9
31009434,1,0.333333333,0,0.666666667,0,0,1.592190103,3
31009435,2,0.222222222,0.555555556,0.444444444,0.222222222,0.222222222,2.015786123,9
31009436,2,0.272727273,0.727272727,0.181818182,0.363636364,0.090909091,1.907310583,11
31009438,2,0.3,0.6,0.2,0.3,0.2,1.98920207,10
31009439,2,0.166666667,0.833333333,0,0.5,0.166666667,1.580589032,6
31009440,2,0.222222222,0.555555556,0.444444444,0.111111111,0.111111111,1.900222888,9
31009441,2,0.142857143,0.571428571,0.428571429,0.142857143,0.142857143,1.821009538,7
31009442,2,0.375,0.625,0.375,0.125,0.125,2.011092082,8
31009443,2,0.166666667,0.833333333,0.166666667,0.166666667,0.166666667,1.408285669,6
31009444,2,0.166666667,0.666666667,0.333333333,0.166666667,0.166666667,1.772975176,6
31009445,2,0.333333333,0.666666667,0.333333333,0.166666667,0.166666667,1.972909789,6
31009448,2,0.222222222,0.666666667,0.444444444,0.111111111,0.111111111,1.850448043,9
31009449,2,0.3,0.5,0.4,0.2,0.2,2.058701179,10
31009450,2,0.2,0.8,0.2,0.2,0.2,1.599334428,5
31009452,2,0.2,0.7,0.2,0.3,0.1,1.824483403,10
31009453,2,0.125,0.75,0.125,0.125,0.125,1.331812063,8
31009454,2,0,1,0,0.5,0.25,1.16368667,4
31009610,1,0,1,0,0,1,0,1
31009614,2,0.166666667,0.833333333,0,0.666666667,0.166666667,1.511467596,6
31009615,2,0,1,0,0.4,0.2,1.117139204,5
31009617,2,0.166666667,0.833333333,0,0.5,0.333333333,1.580589032,6
31009620,2,0,1,0,0.375,0.25,1.090956253,8
31009623,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31009629,1,0,1,0,0,0,0,1
31009631,1,0,1,0,1,0,0,1
31009632,2,0.25,0.75,0.125,0.5,0.25,1.859464826,8
31009797,1,0.222222222,0.444444444,0.444444444,0.111111111,0.222222222,1.910128319,9
31009812,2,0.4,0.4,0.4,0.2,0.2,2.131150691,5
31009813,2,0.181818182,0.818181818,0.090909091,0.363636364,0.090909091,1.617473412,11
31009814,2,0.25,0.75,0.125,0.5,0.125,1.859464826,8
31009815,2,0.333333333,0.666666667,0.222222222,0.333333333,0.111111111,2.026581194,9
31009822,1,0.25,0,0.5,0.25,0,1.825484053,4
31009823,2,0.272727273,0.727272727,0.181818182,0.363636364,0.181818182,1.907310583,11
31009824,2,0.25,0.75,0.125,0.375,0.125,1.81540852,8
31009825,2,0.222222222,0.555555556,0.444444444,0.111111111,0.111111111,1.900222888,9
31009827,1,0,1,0,0.333333333,0.333333333,1.034388151,3
31009828,2,0.25,0.75,0.125,0.5,0.125,1.859464826,8
31009829,2,0.25,0.75,0.125,0.375,0.125,1.81540852,8
31009830,2,0.142857143,0.857142857,0,0.428571429,0.142857143,1.488863899,7
31009831,2,0,1,0,0.5,0.166666667,1.16368667,6
31009832,2,0.125,0.875,0.125,0.375,0.125,1.526214808,8
31009833,2,0.142857143,0.857142857,0,0.428571429,0.142857143,1.488863899,7
31009834,2,0,1,0,0.5,0.166666667,1.16368667,6
31009835,2,0.142857143,0.857142857,0,0.428571429,0.142857143,1.488863899,7
31009836,2,0.375,0.5,0.375,0.25,0.125,2.151869574,8
31009837,2,0,1,0,0.5,0.125,1.16368667,8
31009838,2,0,1,0,0.333333333,0.222222222,1.034388151,9
31009839,2,0.333333333,0.555555556,0.333333333,0.222222222,0.222222222,2.065937566,9
31009840,2,0.142857143,0.857142857,0,0.428571429,0.285714286,1.488863899,7
31009841,2,0,1,0,0.25,0.25,0.872765003,4
31009842,2,0.166666667,0.5,0.5,0.166666667,0.166666667,1.906794255,6
31009843,2,0,1,0,0.5,0.25,1.16368667,4
31009844,2,0.285714286,0.714285714,0.285714286,0.142857143,0.142857143,1.819421321,7
31009845,2,0.222222222,0.777777778,0.111111111,0.444444444,0.111111111,1.780550744,9
31009846,2,0.142857143,0.857142857,0.142857143,0.142857143,0.285714286,1.254525523,7
31009847,2,0.166666667,0.833333333,0,0.333333333,0.166666667,1.445315114,6
31009848,2,0.142857143,0.857142857,0,0.428571429,0.142857143,1.488863899,7
31009850,2,0.166666667,0.833333333,0.166666667,0.666666667,0.166666667,1.681444386,6
31009851,2,0.142857143,0.857142857,0.142857143,0.571428571,0.142857143,1.671194896,7
31009853,2,0.25,0.75,0,0.75,0.25,1.640182514,4
31009854,2,0.125,0.875,0.25,0.375,0.125,1.680380201,8
31009855,2,0,1,0.2,0.6,0.2,1.345881203,5
31009856,2,0.142857143,0.857142857,0,0.571428571,0.142857143,1.514930692,7
31009857,2,0.142857143,0.857142857,0.142857143,0.428571429,0.142857143,1.663987781,7
31009858,2,0.142857143,0.857142857,0.142857143,0.285714286,0.142857143,1.512183881,7
31009859,2,0.3,0.7,0.3,0.3,0.1,2.014723392,10
31009860,2,0.25,0.75,0.25,0.25,0.125,1.830745779,8
31009861,2,0.285714286,0.714285714,0.285714286,0.285714286,0.142857143,1.966360107,7
31009863,2,0.333333333,0.666666667,0.166666667,0.5,0.166666667,2.039336905,6
31009864,2,0.166666667,0.833333333,0,0.333333333,0.333333333,1.445315114,6
31009865,2,0.25,0.75,0.25,0.25,0.125,1.830745779,8
31009869,2,0.428571429,0.571428571,0.285714286,0.285714286,0.142857143,2.149485045,7
31009870,2,0.285714286,0.714285714,0.142857143,0.285714286,0.142857143,1.82561029,7
31009871,2,0.428571429,0.571428571,0.285714286,0.285714286,0.142857143,2.149485045,7
31009872,2,0.222222222,0.666666667,0.222222222,0.333333333,0.111111111,1.908225951,9
31009874,2,0.333333333,0.555555556,0.222222222,0.222222222,0.111111111,1.988063637,9
31009875,2,0.2,0.4,0.6,0.2,0.2,1.942496178,5
31009877,2,0.5,0.5,0.333333333,0.333333333,0.166666667,2.233311517,6
31009878,1,0,1,0,0.666666667,0.333333333,1.034388151,3
31009880,2,0.5,0.5,0.25,0.5,0.25,2.229602048,4
31009881,2,0.4,0.6,0.4,0.2,0.2,2.122638407,5
31009888,2,0.272727273,0.636363636,0.272727273,0.363636364,0.090909091,2.042726398,11
31009890,1,0.5,0,0.5,0,0,1.724837132,2
31009891,2,0.25,0.625,0.25,0.25,0.125,1.913472579,8
31009892,1,0.2,0,0.6,0.2,0,1.677059427,5
31009893,2,0.272727273,0.636363636,0.272727273,0.272727273,0.181818182,1.976920132,11
31009894,2,0.4,0.6,0.3,0.2,0.1,2.061833567,10
31009895,2,0.375,0.375,0.625,0.125,0.125,2.031011739,8
31009896,2,0.166666667,0.833333333,0.083333333,0.416666667,0.25,1.614252173,12
31009897,2,0.333333333,0.5,0.5,0.166666667,0.166666667,2.090122531,6
31009899,2,0.333333333,0.5,0.333333333,0.333333333,0.166666667,2.159856872,6
31009900,2,0.25,0.75,0,0.5,0.25,1.768894015,4
31010055,1,0,1,0,0.666666667,0,1.034388151,3
31010066,1,0,1,0,0,0,0,1
31010067,1,0,1,0,0,0,0,1
31010074,2,0.2,0.6,0.2,0.4,0.2,1.943899084,10
31010080,1,0,1,0,0.666666667,0.333333333,1.034388151,3
