PLOT,SUBSTRATE,AVGDEPTH,MINDEPTH,MAXDEPTH,RANGEDEPTH,TURBIDITY,TEMPERATURE,OXYGEN,TSS,PH,CHLOROPHYLL,VELOCITY,TOTALP,TOTALN,N_PRatio,QMEAN,QMIN,QMAX,QGROWING,CONNECTIVITY,EXCEEDANCE,WINDFETCH,logN,logP,DEPTH_PRED,DEPTH_RESID,CONNECTIVITY_PRED,CONNECTIVITY_RESID,VELOCITY_PRED,VELOCITY_RESID,EXCEEDANCE_PRED,EXCEEDANCE_RESID,logN_PRED,logN_RESID,logP_PRED,logP_RESID,TSS_PRED,TSS_RESID,CHLOROPHYLL_PRED,CHLOROPHYLL_RESID,TEMPERATURE_PRED,TEMPERATURE_RESID
32011421,2,1.1,1,1.1,0.1,8,27.4,8,10.4,8.1,24.4,0.11,0.157,1.534,9.771,822,239,2594,1338,73.8,138.2,2.83,0.2,-0.8,1.5,-0.4,73.9,-0.1,0.1,0,157,-18.8,0.177,0.009,-0.810,0.006,9.5,0.9,22.9,1.5,27.4,0
32011422,3,1.8,1.7,1.8,0.1,8,27.4,8,10.4,8.1,24.4,0.11,0.157,1.534,9.771,822,239,2594,1338,91.54,208.6,2.86,0.2,-0.8,1.7,0.1,93.4,-1.9,0.1,0,199.8,8.8,0.178,0.008,-0.809,0.005,8.8,1.6,22.2,2.1,27.4,0
32011429,1,0.8,0.7,0.8,0.1,1,30.2,12,1,8.8,4.6,0,0.112,1.137,10.152,822,239,2594,1338,66.56,122,1.52,0.1,-1,0.9,-0.2,66.2,0.3,0,0,120.1,1.9,0.060,-0.004,-0.928,-0.023,2.7,-1.7,5.1,-0.5,29.6,0.6
32011433,3,1.6,1.5,1.6,0.1,7,27.7,8,7.7,8.2,16.5,0.06,0.158,1.556,9.848,822,239,2594,1338,100,187.8,2.79,0.2,-0.8,1.7,-0.1,100,0,0,0,191.9,-4.1,0.136,0.056,-0.852,0.051,4.7,3,11,5.5,28.3,-0.6
32011434,3,1.3,1.2,1.3,0.1,1,30.2,12,1,8.8,4.6,0,0.112,1.137,10.152,822,239,2594,1338,100,123.25,2.31,0.1,-1,1.5,-0.2,100,0,0,0,135.5,-12.3,0.061,-0.005,-0.940,-0.011,1.2,-0.2,4.8,-0.2,29.9,0.3
32011437,3,1.8,1.8,1.9,0.1,7,27.7,8,7.7,8.2,16.5,0.06,0.158,1.556,9.848,822,239,2594,1338,100,199.6,2.79,0.2,-0.8,1.8,0,100,0,0.1,0,187.8,11.8,0.184,0.009,-0.817,0.016,7.2,0.5,15.6,0.8,28.2,-0.5
32011444,1,1.1,1,1.1,0.1,1,28.6,9.9,1.1,8.1,5.9,0,0.124,1.171,9.444,822,239,2594,1338,72.99,126.5,1.91,0.1,-0.9,1.2,-0.2,74.4,-1.4,0,0,137.5,-11,0.067,0.001,-0.920,0.013,1.1,0,4.9,0.9,29,-0.4
32011445,3,2.0,2,2.1,0.1,7,27.7,8,7.7,8.2,16.5,0.06,0.158,1.556,9.848,822,239,2594,1338,100,210.5,2.7,0.2,-0.8,1.9,0.1,99.9,0.1,0.1,0,203.8,6.7,0.188,0.004,-0.811,0.010,7.4,0.3,16.4,0.1,27.8,-0.1
32011446,2,1.5,1.4,1.5,0.1,1,28.7,11.4,0.1,8.7,2.9,0,0.117,1.179,10.077,822,239,2594,1338,100,141.8,2.49,0.1,-0.9,1.5,-0.1,99.9,0.1,0,0,147.6,-5.8,0.078,-0.007,-0.925,-0.007,0.5,-0.4,3.6,-0.7,28.7,0
32011449,2,1.9,1.8,1.9,0.1,1,28.7,11.4,0.1,8.7,2.9,0,0.117,1.179,10.077,822,239,2594,1338,100,164.6,2.17,0.1,-0.9,1.8,0.1,99.6,0.4,0,0,157.8,6.8,0.073,-0.002,-0.928,-0.004,0.3,-0.2,3,-0.2,28.7,0
32011450,6,1.5,1.4,1.5,0.1,1,28.7,11.4,0.1,8.7,2.9,0,0.117,1.179,10.077,822,239,2594,1338,100,104,2.37,0.1,-0.9,1.7,-0.2,99.6,0.4,0,0,145.5,-41.5,0.078,-0.007,-0.928,-0.004,0.5,-0.4,3.4,-0.5,28.7,0
32011454,3,1.8,1.7,1.8,0.1,1,28.7,11.4,0.1,8.7,2.9,0,0.117,1.179,10.077,822,239,2594,1338,79.91,192,2.06,0.1,-0.9,1.9,-0.2,82.5,-2.6,0,0,169.3,22.7,0.076,-0.004,-0.928,-0.004,0.4,-0.3,3.3,-0.4,28.7,0
32011481,6,2.7,2.6,2.7,0.1,8,21.9,8.8,9.4,8.7,34,0.38,0.157,2.389,15.217,1021,289,3200,1697,26.55,439.4,0.47,0.4,-0.8,2.2,0.4,24.6,1.9,0.4,0,319.8,119.6,0.375,0.003,-0.804,0.000,9.4,0,33.5,0.5,21.8,0.1
32011485,6,1.4,1.3,1.4,0.1,8,21.9,8.8,9.4,8.7,34,0.38,0.157,2.389,15.217,1021,289,3200,1697,41.96,705,0.5,0.4,-0.8,1.4,0,39.4,2.5,0.4,0,427.4,277.6,0.368,0.010,-0.805,0.001,9.3,0.1,33.2,0.8,21.8,0.1
32011487,6,0.8,0.7,0.8,0.1,7,21.4,9.1,8.7,8.4,29.6,0.36,0.150,2.302,15.347,1021,289,3200,1697,41.84,128.6,0.51,0.4,-0.8,1.3,-0.5,41.8,0.1,0.4,0,139,-10.4,0.359,0.003,-0.818,-0.006,9,-0.3,30.3,-0.7,21.4,0
32011491,6,2.7,2.6,2.7,0.1,10,21.6,8.5,11.2,8.4,39.6,0.09,0.160,2.487,15.544,1021,289,3200,1697,26.87,553.17,0.58,0.4,-0.8,2.6,0,28.7,-1.9,0.2,-0.2,484,69.2,0.385,0.011,-0.812,0.016,11.5,-0.3,32.9,6.7,21.3,0.3
32011492,6,1.1,1,1.1,0.1,7,21.4,9.1,8.7,8.4,29.6,0.36,0.150,2.302,15.347,1021,289,3200,1697,34.76,144.5,0.64,0.4,-0.8,1.4,-0.4,33.2,1.5,0.2,0.1,201.2,-56.7,0.366,-0.004,-0.814,-0.010,9.9,-1.2,30.3,-0.7,21.6,-0.2
32011495,6,4.9,4.9,5,0.1,10,21.6,8.5,11.2,8.4,39.6,0.09,0.160,2.487,15.544,1021,289,3200,1697,25.97,485.25,0.55,0.4,-0.8,1.5,3.4,17.9,8.1,0.2,-0.1,145.2,340.1,0.380,0.016,-0.818,0.022,12.4,-1.2,24.2,15.4,21.3,0.3
32011496,6,0.6,0.5,0.6,0.1,18,19,8.5,27.7,8.3,18.1,0.27,0.146,2.662,18.233,1021,289,3200,1697,21.22,106.2,0.46,0.4,-0.8,1.2,-0.7,21.4,-0.2,0.3,0,155.7,-49.5,0.406,0.020,-0.823,-0.013,21.6,6.1,23.5,-5.4,20,-1
32011498,6,2.9,2.9,3,0.1,9,21.2,8.4,12.9,8.4,27.3,0.51,0.156,2.406,15.423,1021,289,3200,1697,21.77,232.6,0.5,0.4,-0.8,2.5,0.4,22.2,-0.5,0.5,0,209.8,22.8,0.382,-0.001,-0.808,0.001,13.2,-0.3,27.8,-0.4,21.2,0
32011499,6,1.8,1.8,1.9,0.1,9,21.2,8.4,12.9,8.4,27.3,0.51,0.156,2.406,15.423,1021,289,3200,1697,22.53,113.5,0.48,0.4,-0.8,1.8,0,22,0.5,0.5,0,124.6,-11.1,0.381,0.000,-0.804,-0.003,12.9,0,27.8,-0.5,21.2,0
32011501,6,0.7,0.7,0.8,0.1,9,21.2,8.4,12.9,8.4,27.3,0.51,0.156,2.406,15.423,1021,289,3200,1697,18.81,12.2,0.44,0.4,-0.8,1.1,-0.4,19.8,-1,0.5,0,85.6,-73.4,0.384,-0.002,-0.808,0.001,13.8,-0.9,27,0.3,21,0.2
32011509,6,2.3,2.3,2.4,0.1,10,21.3,8.4,11.8,8.4,36.7,0.51,0.170,2.356,13.859,1021,289,3200,1697,28.32,134.2,0.53,0.4,-0.8,2.4,-0.1,29.9,-1.6,0.5,0.1,159.6,-25.4,0.378,-0.005,-0.776,0.006,12.5,-0.7,36.8,-0.1,21.6,-0.3
32011513,6,1.9,1.9,2,0.1,9,22.9,11.5,14.7,8.5,35.3,0.23,0.135,2.544,18.844,1021,289,3200,1697,25.56,610.25,0.46,0.4,-0.9,2.3,-0.4,25.1,0.5,0.3,0,284.1,326.1,0.399,0.007,-0.838,-0.032,13.7,1,35.6,-0.4,23,-0.1
32011518,6,2.0,1.9,2,0.1,10,23,11.5,15.5,8.6,42.4,0.46,0.148,2.463,16.642,1021,289,3200,1697,31.95,88.5,0.56,0.4,-0.8,2.1,-0.1,28.4,3.6,0.4,0.1,116.1,-27.6,0.390,0.001,-0.833,0.003,14.6,0.9,40.5,1.9,23,0
32011521,3,0.1,0.1,0.2,0.1,9,22.6,11,12.2,8.5,34.4,0.31,0.154,2.347,15.240,1021,289,3200,1697,25.65,67.75,0.46,0.4,-0.8,1,-0.9,25.7,-0.1,0.4,0,98.4,-30.6,0.381,-0.011,-0.816,0.004,11.3,0.9,34.4,0.1,22.7,-0.1
32011522,6,1.9,1.9,2,0.1,9,22.6,11,12.2,8.5,34.4,0.31,0.154,2.347,15.240,1021,289,3200,1697,39.69,72.17,0.55,0.4,-0.8,1.9,0,38.5,1.2,0.3,0,81.2,-9,0.371,-0.001,-0.814,0.002,12.3,-0.1,34.9,-0.5,22.6,0
32011523,6,2.1,2.1,2.2,0.1,9,22.6,11,12.2,8.5,34.4,0.31,0.154,2.347,15.240,1021,289,3200,1697,41.33,57,0.54,0.4,-0.8,1.9,0.2,38.6,2.7,0.3,0,76.7,-19.7,0.371,-0.001,-0.814,0.002,12.2,0,34.9,-0.5,22.6,0
32011532,3,0.9,0.8,0.9,0.1,11,23.6,12.2,13.1,8.6,40.7,0.2,0.149,2.263,15.188,1021,289,3200,1697,55.66,334.75,1.01,0.4,-0.8,1.3,-0.4,55.8,-0.1,0.2,0,226.8,108,0.357,-0.002,-0.824,-0.003,12.9,0.2,39.8,1,23.5,0.1
32011534,2,1.2,1.1,1.2,0.1,11,23.6,12.2,13.1,8.6,40.7,0.2,0.149,2.263,15.188,1021,289,3200,1697,62.05,54,1.09,0.4,-0.8,1.3,-0.1,62.2,-0.1,0.2,0,87.3,-33.3,0.351,0.003,-0.824,-0.003,12.4,0.7,38.7,2,23.4,0.2
32011537,6,1.9,1.8,1.9,0.1,9,22.6,10.9,13,8.5,46.2,0.14,0.154,2.300,14.935,1021,289,3200,1697,83.34,566,2.24,0.4,-0.8,1.7,0.2,79.7,3.7,0.1,0,358.5,207.5,0.343,0.019,-0.818,0.006,10.2,2.8,37.5,8.7,22.6,0
32011541,6,4.3,4.2,4.3,0.1,8,22.5,10.5,9.6,8.5,38.8,0.34,0.158,2.629,16.639,1021,289,3200,1697,85.05,108.17,2.75,0.4,-0.8,3,1.3,83.8,1.2,0.2,0.1,125.6,-17.4,0.376,0.044,-0.809,0.008,9.2,0.4,31.1,7.7,22.7,-0.2
32011545,3,0.3,0.2,0.3,0.1,5,22.2,10.2,5.4,8.5,10.4,0.17,0.144,2.054,14.264,1021,289,3200,1697,64.5,46,1.68,0.3,-0.8,0.5,-0.2,65.4,-0.9,0.2,0,52.4,-6.4,0.315,-0.002,-0.838,-0.004,7.4,-2,16.2,-5.8,22.5,-0.3
32011548,6,1.1,1,1.1,0.1,9,21.8,8.6,9.1,8.4,19.6,0.26,0.153,2.287,14.948,1021,289,3200,1697,11.2,197.33,0.27,0.4,-0.8,2,-1,11.3,-0.1,0.2,0.1,156.8,40.5,0.359,0.001,-0.822,0.007,11,-1.9,33.8,-14.2,21.7,0.1
32011560,6,1.2,1.2,1.3,0.1,8,24.9,8,8.8,8.1,21.7,0,0.158,1.836,11.620,1021,289,3200,1697,11.48,127.5,0.21,0.3,-0.8,1.2,0,11.4,0,0,0,105.5,22,0.259,0.005,-0.796,-0.006,8.9,-0.1,24,-2.3,24.1,0.8
32011565,6,1.5,1.4,1.5,0.1,10,22.3,4.6,2.4,7.3,7.3,0,0.252,1.459,5.790,1021,289,3200,1697,9.46,52.25,0.08,0.2,-0.6,1.4,0.1,9.4,0.1,0,0,48.1,4.2,0.168,-0.004,-0.625,0.026,2.9,-0.5,8.9,-1.5,22.4,-0.1
32011566,6,1.8,1.8,1.9,0.1,9,25.4,8.6,12.3,8.2,24.8,0.23,0.152,2.342,15.408,1021,289,3200,1697,19.07,195,0.33,0.4,-0.8,1.9,-0.1,16.5,2.6,0.1,0.1,127.9,67.1,0.242,0.128,-0.774,-0.044,8.6,3.7,25.4,-0.6,23.3,2.1
32011567,3,0.7,0.6,0.7,0.1,10,22.3,4.6,2.4,7.3,7.3,0,0.252,1.459,5.790,1021,289,3200,1697,9.57,28,0.14,0.2,-0.6,1.2,-0.6,9.6,-0.1,0,0,37.1,-9.1,0.191,-0.027,-0.658,0.060,4.6,-2.2,15.3,-8,22.5,-0.2
32011568,2,0.9,0.9,1,0.1,6,22.9,8.6,5,7.8,39,0,0.170,1.493,8.782,1021,289,3200,1697,8.2,96,0.09,0.2,-0.8,1.2,-0.3,8.4,-0.2,0,0,104.6,-8.6,0.207,-0.033,-0.775,0.006,6.7,-1.7,30.7,8.3,23.1,-0.2
32011571,6,1.6,1.6,1.7,0.1,9,25.4,8.5,11.5,8.2,26.4,0.36,0.153,2.335,15.261,1021,289,3200,1697,24.25,204.8,0.4,0.4,-0.8,1.4,0.2,21.3,2.9,0.3,0.1,135.2,69.6,0.349,0.020,-0.810,-0.006,11.8,-0.3,26.3,0.1,23.7,1.7
32011572,1,0.6,0.5,0.6,0.1,9,25.4,8.6,12.3,8.2,24.8,0.23,0.152,2.342,15.408,1021,289,3200,1697,12.04,93.83,0.14,0.4,-0.8,1,-0.4,10.6,1.4,0.2,0.1,87.6,6.2,0.340,0.030,-0.812,-0.006,10.4,1.9,24.3,0.5,25.1,0.3
32011573,6,1.6,1.6,1.7,0.1,9,25.4,8.5,11.5,8.2,26.4,0.36,0.153,2.335,15.261,1021,289,3200,1697,19.11,58,0.35,0.4,-0.8,1.5,0.1,18.3,0.8,0.3,0.1,86.2,-28.2,0.358,0.010,-0.812,-0.003,11.4,0.1,26.5,-0.1,24.8,0.6
32011575,4,1.4,1.3,1.4,0.1,10,22.3,4.6,2.4,7.3,7.3,0,0.252,1.459,5.790,1021,289,3200,1697,12.63,196.67,0.2,0.2,-0.6,1.2,0.2,13.5,-0.9,0,0,123.1,73.6,0.191,-0.027,-0.661,0.063,3.5,-1.1,8.7,-1.4,23.5,-1.2
32011577,1,0.6,0.6,0.7,0.1,6,26.2,10.7,5.5,8.4,12.5,0,0.158,1.778,11.253,1021,289,3200,1697,9.86,25.4,0.19,0.2,-0.8,1.7,-1.1,12.3,-2.4,0.1,-0.1,61.4,-36,0.294,-0.044,-0.801,-0.001,7.5,-2,20.5,-8,25,1.2
32011578,6,1.7,1.6,1.7,0.1,10,25.6,8.9,11.2,8.3,28,0.24,0.158,2.466,15.608,1021,289,3200,1697,15.58,61.25,0.36,0.4,-0.8,1.5,0.1,16.2,-0.7,0.3,0,75.2,-14,0.349,0.043,-0.802,0.000,10.6,0.6,25.3,2.7,25,0.6
32011580,5,2.0,1.9,2,0.1,6,26.2,10.7,5.5,8.4,12.5,0,0.158,1.778,11.253,1021,289,3200,1697,14.29,210.67,0.25,0.2,-0.8,2,0,14.2,0.1,0,0,194.2,16.4,0.269,-0.020,-0.798,-0.003,6.3,-0.8,14.7,-2.2,25.7,0.5
32011583,3,1.0,0.9,1,0.1,10,23.4,11.6,13.8,8.6,29.3,0.36,0.148,2.310,15.608,1021,289,3200,1697,7.96,91,0.11,0.4,-0.8,1.8,-0.9,15.6,-7.7,0.3,0.1,79.1,11.9,0.313,0.051,-0.804,-0.026,10,3.8,26.2,3,24.3,-0.9
32011587,6,2.1,2,2.1,0.1,10,25.1,8.4,12.8,8.2,24.9,0.32,0.156,2.367,15.173,1021,289,3200,1697,11.32,240.5,0.19,0.4,-0.8,2.1,-0.1,11.5,-0.2,0.3,0,159.2,81.3,0.365,0.010,-0.808,0.001,12.3,0.5,25.3,-0.4,25,0.1
32011589,6,2.1,2,2.1,0.1,10,25.1,8.4,12.8,8.2,24.9,0.32,0.156,2.367,15.173,1021,289,3200,1697,23.95,164.8,0.29,0.4,-0.8,2.2,-0.1,22.6,1.4,0.3,0,148.6,16.2,0.368,0.006,-0.807,0.000,12.4,0.4,25.3,-0.4,25.1,0
32011591,6,1.9,1.8,1.9,0.1,8,23.8,12.6,10.8,8.7,48.8,0.23,0.149,2.045,13.725,1021,289,3200,1697,7.86,0,0.16,0.3,-0.8,1.6,0.3,10,-2.2,0.2,0,49.7,-49.7,0.321,-0.011,-0.821,-0.006,10.7,0.1,42.1,6.7,23.9,-0.1
32011595,6,2.0,1.9,2,0.1,10,25.1,8.4,12.8,8.2,24.9,0.32,0.156,2.367,15.173,1021,289,3200,1697,25.52,274.5,0.53,0.4,-0.8,2.1,-0.2,25,0.5,0.3,0,221.5,53,0.362,0.012,-0.800,-0.007,12.2,0.6,25.4,-0.5,24.9,0.2
32011596,2,1.7,1.6,1.7,0.1,10,25.1,8.4,12.8,8.2,24.9,0.32,0.156,2.367,15.173,1021,289,3200,1697,23.27,53,0.73,0.4,-0.8,1.6,0.1,22.5,0.8,0.3,0,86,-33,0.362,0.012,-0.811,0.004,12.3,0.5,27.5,-2.6,24.9,0.2
32011604,2,1.7,1.6,1.7,0.1,9,23,11.4,8.7,8.6,34.8,0.36,0.150,2.267,15.113,1021,289,3200,1697,74.8,133.8,1.76,0.4,-0.8,1.8,-0.1,74,0.8,0.3,0,141.9,-8.1,0.330,0.026,-0.819,-0.005,7.6,1.1,30,4.8,23.3,-0.3
32011605,1,1.9,1.8,1.9,0.1,9,23,11.4,8.7,8.6,34.8,0.36,0.150,2.267,15.113,1021,289,3200,1697,74.29,160.8,1.75,0.4,-0.8,1.8,0.1,73.9,0.4,0.3,0.1,151.4,9.4,0.332,0.024,-0.820,-0.004,7.7,1,30.3,4.5,23.4,-0.4
32011606,1,2.9,2.8,2.9,0.1,11,22.3,10.4,16.3,8.4,41.4,0.23,0.161,2.813,17.472,1021,289,3200,1697,15.5,51,0.36,0.4,-0.8,2.1,0.8,17.8,-2.3,0.2,0,71.4,-20.4,0.366,0.083,-0.804,0.011,14.2,2.1,38.4,3,22.3,0
32011608,3,1.7,1.6,1.7,0.1,7,22.7,10.7,7.9,8.5,23,0.3,0.142,2.218,15.620,1021,289,3200,1697,80.25,470,2.27,0.3,-0.8,1.6,0,79.7,0.5,0.2,0.1,311,159,0.329,0.017,-0.837,-0.011,7.3,0.6,23.7,-0.7,22.7,0
32011610,1,2.0,1.9,2,0.1,10,22.2,9.9,11.5,8.4,32.5,0.22,0.154,2.426,15.753,1021,289,3200,1697,44.05,168.8,1.03,0.4,-0.8,1.3,0.6,47.1,-3,0.1,0.2,170.8,-2,0.279,0.106,-0.841,0.028,4.9,6.6,13.6,18.9,22.7,-0.5
32011614,2,2.1,2.1,2.2,0.1,12,19.4,11.4,18.7,8.4,94.8,0,0.149,1.550,10.403,1021,289,3200,1697,9.95,0,0.18,0.2,-0.8,2,0.1,11.6,-1.7,0,0,79.2,-79.2,0.165,0.025,-0.814,-0.013,9.5,9.2,31,63.8,20.3,-0.9
32011619,1,1.7,1.6,1.7,0.1,2,19.5,7.5,0.9,7.8,5.1,0,0.114,1.099,9.640,1021,289,3200,1697,15.39,105,0.2,0,-0.9,1.8,-0.1,15.3,0.1,0,0,101.8,3.2,0.098,-0.057,-0.883,-0.061,6.5,-5.6,27.5,-22.5,19.8,-0.3
32011625,3,2.4,2.4,2.5,0.1,16,18.8,2,13,7.1,4.4,0,0.201,1.022,5.085,1021,289,3200,1697,37.09,12.5,0.45,0,-0.7,1.9,0.5,35.2,1.9,0,0,34.6,-22.1,0.067,-0.058,-0.750,0.053,10.2,2.8,8,-3.6,19.7,-0.9
32011627,2,2.0,2,2.1,0.1,3,17.9,7,1.4,7.6,3,0,0.149,1.224,8.215,1021,289,3200,1697,30.56,51.6,0.42,0.1,-0.8,1.8,0.2,29.6,1,0,0,58.9,-7.3,0.096,-0.008,-0.796,-0.031,5.7,-4.3,10.1,-7.1,19.6,-1.7
32011629,1,2.2,2.1,2.2,0.1,3,17.9,7,1.4,7.6,3,0,0.149,1.224,8.215,1021,289,3200,1697,35.92,84.5,0.46,0.1,-0.8,2.1,0.1,37.2,-1.3,0,0,74.7,9.8,0.089,-0.002,-0.810,-0.017,4.5,-3.1,7.6,-4.6,18.8,-0.9
32011631,4,2.3,2.2,2.3,0.1,10,22.1,9.2,11.1,8.5,33,0.09,0.157,2.227,14.185,1021,289,3200,1697,15.2,35,0.15,0.3,-0.8,2.3,0,16.1,-0.9,0.1,0,95.1,-60.1,0.305,0.043,-0.801,-0.003,9,2.1,26.6,6.4,22,0.1
32011644,1,0.6,0.6,0.7,0.1,12,21.7,8.9,15.3,8.3,27.3,0.22,0.159,2.199,13.830,1021,289,3200,1697,11.69,76.8,0.14,0.3,-0.8,1.3,-0.7,10,1.7,0.1,0.2,45.8,31,0.209,0.133,-0.695,-0.104,5.9,9.4,12.3,15,23.1,-1.4
32011645,6,1.3,1.3,1.4,0.1,10,25.6,8.9,11.5,8.2,24,0,0.155,1.936,12.490,1021,289,3200,1697,5.12,100.67,0.11,0.3,-0.8,1.3,0,9.9,-4.8,0,0,98.7,2,0.288,-0.001,-0.805,-0.005,10.4,1.1,23.7,0.3,24.3,1.3
32011647,1,0.6,0.5,0.6,0.1,12,21.7,8.9,15.3,8.3,27.3,0.22,0.159,2.199,13.830,1021,289,3200,1697,8.88,0,0.12,0.3,-0.8,0.8,-0.3,9.7,-0.9,0.1,0.1,32.3,-32.3,0.292,0.050,-0.784,-0.015,11.9,3.4,23.3,4,22.8,-1.1
32011649,2,1.0,0.9,1,0.1,2,22,12.5,0.8,8.4,2.3,0,0.143,1.145,8.007,1021,289,3200,1697,25.07,44,0.3,0.1,-0.8,0.9,0.1,24.3,0.8,0,0,42.5,1.5,0.092,-0.033,-0.830,-0.014,1.9,-1.1,5.3,-3,21.8,0.2
32011651,1,0.5,0.5,0.6,0.1,2,20.5,12.4,2.4,8.8,10.7,0,0.128,1.152,9.000,1021,289,3200,1697,28.74,0,0.33,0.1,-0.9,0.7,-0.2,26.6,2.1,0,0,18.6,-18.6,0.062,-0.001,-0.868,-0.025,2.9,-0.5,9,1.7,21.5,-1
32011653,1,1.1,1,1.1,0.1,2,22.2,9.8,1.6,7.4,4.6,0,0.134,1.109,8.276,1021,289,3200,1697,9.68,0,0.21,0,-0.9,1.3,-0.2,11.1,-1.5,0,0,19.5,-19.5,0.055,-0.010,-0.856,-0.017,2.5,-0.9,6.5,-1.9,22.3,-0.1
32011654,1,2.0,1.9,2,0.1,2,22.2,9.8,1.6,7.4,4.6,0,0.134,1.109,8.276,1021,289,3200,1697,15.14,4.75,0.23,0,-0.9,1.6,0.4,14.6,0.6,0,0,7,-2.3,0.048,-0.003,-0.845,-0.028,2.3,-0.7,5.3,-0.7,22.2,0
32011656,1,1.0,0.9,1,0.1,5,26.4,12.6,2.1,8.1,4.8,0,0.277,1.089,3.931,1021,289,3200,1697,19.59,0,0.21,0,-0.6,0.9,0.1,17.7,1.9,0,0,21.8,-21.8,0.056,-0.019,-0.620,0.062,2.5,-0.4,5.7,-1,25.5,0.9
32011661,1,0.9,0.9,1,0.1,2,22.2,9.8,1.6,7.4,4.6,0,0.134,1.109,8.276,1021,289,3200,1697,28.37,7,0.56,0,-0.9,1.2,-0.3,29,-0.7,0,0,9.7,-2.7,0.049,-0.004,-0.846,-0.027,2,-0.4,5.4,-0.8,21.9,0.3
32011665,1,1.0,0.9,1,0.1,1,20.6,1.1,1.8,7,11.4,0,0.299,1.060,3.545,1021,289,3200,1697,45.91,0,0.71,0,-0.5,1.2,-0.2,45.9,0,0,0,23.9,-23.9,0.053,-0.027,-0.650,0.126,3.5,-1.7,10.9,0.4,21.5,-0.9
32011672,2,1.8,1.7,1.8,0.1,4,22.9,4.7,4.1,7.2,6,0,0.199,1.128,5.668,1021,289,3200,1697,68.76,80.5,0.68,0.1,-0.7,1.6,0.2,63.8,5,0,0,74.9,5.6,0.066,-0.014,-0.701,5.83297896827872e-06,3.8,0.3,8,-1.9,22.6,0.3
32011679,1,1.2,1.1,1.2,0.1,2,23.4,6.1,1.7,7.6,3.9,0,0.141,1.196,8.482,1021,289,3200,1697,14.88,37.4,0.25,0.1,-0.9,1.1,0,14.6,0.3,0,0,48.3,-10.9,0.126,-0.048,-0.826,-0.024,4.6,-2.9,10.5,-6.6,23.9,-0.5
32011680,1,1.1,1.1,1.2,0.1,2,23.4,6.1,1.7,7.6,3.9,0,0.141,1.196,8.482,1021,289,3200,1697,13.62,44,0.26,0.1,-0.9,1.2,-0.1,14.9,-1.3,0,0,49.7,-5.7,0.118,-0.040,-0.831,-0.020,3.4,-1.7,7.5,-3.5,23.8,-0.4
32011685,1,1.2,1.1,1.2,0.1,3,25,8,1.1,8.1,3.1,0,0.137,1.788,13.051,1021,289,3200,1697,16.68,54.6,0.58,0.3,-0.9,1,0.1,17.2,-0.6,0.2,-0.2,47.9,6.7,0.183,0.069,-0.832,-0.031,5.2,-4.1,9.9,-6.7,23.5,1.5
32011688,1,1.0,0.9,1,0.1,7,25.8,10.4,8.3,8.4,25.1,0,0.146,1.656,11.342,1021,289,3200,1697,16.52,58,0.23,0.2,-0.8,1.3,-0.4,16.4,0.1,0,0,84.1,-26.1,0.233,-0.014,-0.829,-0.007,8.6,-0.3,25.2,-0.1,25.4,0.4
32011690,2,0.9,0.8,0.9,0.1,7,24.7,13.8,9.2,8.8,34.8,0,0.169,1.555,9.201,1021,289,3200,1697,14.28,0,0.22,0.2,-0.8,1.2,-0.3,14.4,-0.1,0,0,37.8,-37.8,0.190,0.002,-0.781,0.009,8.4,0.8,30.8,4,24.4,0.3
32011699,2,0.7,0.7,0.8,0.1,4,25.4,13.2,3.9,8.7,17.8,0,0.134,1.667,12.440,1021,289,3200,1697,15.16,60.25,0.38,0.2,-0.9,1,-0.2,15.7,-0.6,0,0,57.7,2.6,0.219,0.003,-0.823,-0.050,5.6,-1.7,18.9,-1,24.6,0.8
32011700,2,1.8,1.7,1.8,0.1,11,23.2,11.5,13.9,8.6,25.2,0.02,0.153,1.954,12.771,1021,289,3200,1697,19.99,41.67,0.62,0.3,-0.8,1.5,0.3,20,0,0,0,46.9,-5.2,0.266,0.025,-0.818,0.003,11,2.9,22.6,2.6,23.9,-0.7
32011701,6,1.1,1,1.1,0.1,4,22.4,2.7,2.2,7.3,0.9,0,0.247,1.218,4.931,1021,289,3200,1697,11.95,85.5,0.12,0.1,-0.6,1,0.1,12.8,-0.8,0,0,84.3,1.2,0.130,-0.045,-0.682,0.075,3.7,-1.5,7.5,-6.6,23,-0.6
32011705,3,0.9,0.9,1,0.1,4,25.4,13.2,3.9,8.7,17.8,0,0.134,1.667,12.440,1021,289,3200,1697,28.05,52.5,0.82,0.2,-0.9,1,0,27.3,0.8,0,0,56.5,-4,0.232,-0.010,-0.841,-0.032,5.1,-1.2,19.1,-1.3,24.9,0.5
32011706,6,3.0,2.9,3,0.1,8,23.4,11.6,10.3,8.6,47.2,0.03,0.201,2.158,10.736,1021,289,3200,1697,33.65,29.25,1.11,0.3,-0.7,2.1,0.8,32.7,1,0,0,71.3,-42,0.288,0.046,-0.765,0.068,8.3,2,33.3,13.9,24.1,-0.7
32011710,3,0.8,0.8,0.9,0.1,4,22.4,2.7,2.2,7.3,0.9,0,0.247,1.218,4.931,1021,289,3200,1697,12.23,82,0.2,0.1,-0.6,0.9,-0.1,16.3,-4.1,0,0,99,-17,0.161,-0.076,-0.790,0.183,3.2,-1,12.8,-11.9,23.5,-1.1
